merchant_id,avg_txn_value,failed_txns_last_7d,support_tickets_last_30d,csat_score,settlement_delay_avg,api_failure_rate,active_days_last_month,delight_score
MID_26381,14131.72,1,1,4.2,0.97,0.077,22,0.612
MID_26382,7778.31,3,4,4.5,1.23,0.083,28,0.346
MID_26383,3970.21,4,3,4.9,2.69,0.175,28,0.288
MID_26384,2301.55,2,2,3.7,2.72,0.15,21,0.331
MID_26385,3291.68,1,1,4.7,2.27,0.227,17,0.48
MID_26386,5608.72,3,2,4.4,0.21,0.059,18,0.413
MID_26387,1949.83,2,1,4.8,2.17,0.366,19,0.404
MID_26388,33305.33,3,2,3.6,2.73,0.256,13,0.39
MID_26389,1138.28,2,1,3.9,1.1,0.098,13,0.397
MID_26390,42389.61,4,4,3.9,2.67,0.565,22,0.235
MID_26391,18444.85,5,2,4.6,1.72,0.039,14,0.376
MID_26392,5501.76,3,1,4.4,1.46,0.156,24,0.437
MID_26393,13463.67,1,2,3.6,1.77,0.145,28,0.512
MID_26394,11132.65,6,1,3.2,0.86,0.337,27,0.248
MID_26395,2398.92,4,0,4.4,1.71,0.056,16,0.396
MID_26396,4141.07,3,1,3.8,1.57,0.035,29,0.427
MID_26397,7197.43,5,0,5.0,1.47,0.093,22,0.444
MID_26398,10156.81,3,4,4.4,2.34,0.132,28,0.328
MID_26399,7828.42,5,1,4.5,1.16,0.287,17,0.321
MID_26400,6405.31,2,2,3.9,2.0,0.075,19,0.404
MID_26401,5854.63,1,3,5.0,0.78,0.126,26,0.503
MID_26402,6896.82,4,0,4.2,0.73,0.225,21,0.429
MID_26403,5697.82,2,3,3.8,2.03,0.168,30,0.359
MID_26404,7794.24,0,0,4.5,3.7,0.501,30,0.57
MID_26405,21891.25,2,4,2.2,1.24,0.171,24,0.313
MID_26406,10019.28,0,2,4.0,1.21,0.098,19,0.552
MID_26407,12823.7,1,0,4.0,1.33,0.079,19,0.624
MID_26408,9100.18,2,1,3.0,1.33,0.18,17,0.409
MID_26409,10300.69,3,3,3.8,1.88,0.176,24,0.33
MID_26410,8635.79,6,0,3.4,2.31,0.147,20,0.276
MID_26411,272.34,1,1,3.4,0.82,0.26,10,0.372
MID_26412,78200.1,1,3,3.4,1.55,0.091,23,0.531
MID_26413,341.87,6,3,3.7,1.77,0.132,30,0.114
MID_26414,5027.71,1,3,4.4,1.32,0.089,17,0.426
MID_26415,1110.61,7,1,3.8,1.06,0.047,12,0.148
MID_26416,1019.53,0,5,3.1,1.22,0.114,14,0.246
MID_26417,15775.85,9,1,4.7,1.62,0.125,14,0.203
MID_26418,5549.97,2,1,2.9,2.19,0.129,17,0.365
MID_26419,16151.48,2,0,4.3,2.22,0.209,28,0.599
MID_26420,3185.35,4,1,4.6,2.23,0.089,25,0.379
MID_26421,2963.36,2,3,3.5,1.04,0.049,13,0.302
MID_26422,2893.25,4,2,4.0,1.8,0.102,22,0.286
MID_26423,9574.92,2,3,2.6,0.41,0.133,20,0.327
MID_26424,16873.96,1,1,3.1,1.68,0.413,12,0.447
MID_26425,6019.56,4,1,5.0,1.65,0.08,20,0.426
MID_26426,4768.25,3,4,5.0,2.14,0.253,28,0.297
MID_26427,36336.17,4,1,4.1,1.02,0.207,14,0.471
MID_26428,1241.52,6,1,5.0,1.44,0.246,15,0.234
MID_26429,6667.64,6,2,3.9,1.41,0.275,15,0.165
MID_26430,5250.73,3,3,5.0,1.83,0.027,17,0.366
MID_26431,1032.81,4,2,4.4,1.26,0.301,26,0.276
MID_26432,3122.49,3,2,3.3,1.44,0.311,30,0.288
MID_26433,288.53,3,3,4.2,1.85,0.078,23,0.279
MID_26434,20951.99,4,2,3.3,1.51,0.391,18,0.306
MID_26435,9361.1,3,4,5.0,0.57,0.322,17,0.318
MID_26436,16874.99,6,1,5.0,0.93,0.022,10,0.398
MID_26437,7372.13,3,1,3.6,1.35,0.459,10,0.301
MID_26438,9150.66,5,3,5.0,1.89,0.081,30,0.332
MID_26439,12068.25,4,4,4.1,1.97,0.238,10,0.2
MID_26440,23860.93,4,1,3.5,1.74,0.306,10,0.364
MID_26441,962.38,3,3,2.8,1.33,0.215,22,0.181
MID_26442,4018.94,2,0,4.5,0.0,0.224,14,0.512
MID_26443,12345.22,8,4,3.8,1.63,0.101,28,0.078
MID_26444,31784.67,1,2,3.6,0.45,0.22,18,0.557
MID_26445,39532.32,1,3,4.0,1.28,0.18,10,0.504
MID_26446,10163.96,1,1,3.5,1.38,0.059,13,0.508
MID_26447,2151.73,1,2,4.0,2.32,0.157,19,0.397
MID_26448,1269.35,3,3,3.1,3.41,0.148,17,0.158
MID_26449,29195.8,4,5,5.0,1.54,0.125,13,0.317
MID_26450,5690.33,3,0,4.9,0.87,0.06,11,0.507
MID_26451,2166.84,1,0,3.7,0.78,0.249,13,0.472
MID_26452,27164.73,2,1,2.4,1.28,0.246,14,0.441
MID_26453,1104.0,7,1,4.5,0.49,0.082,23,0.231
MID_26454,13077.46,3,1,4.1,2.22,0.19,24,0.458
MID_26455,9815.31,3,0,3.5,1.42,0.282,12,0.406
MID_26456,918.24,2,2,3.7,2.67,0.133,15,0.301
MID_26457,4136.21,5,1,3.8,1.48,0.178,22,0.277
MID_26458,1624.37,1,1,3.3,1.75,0.029,15,0.423
MID_26459,9276.01,3,8,4.4,2.08,0.116,29,0.133
MID_26460,6483.9,5,0,3.9,0.81,0.154,19,0.363
MID_26461,42.84,2,2,5.0,2.12,0.029,29,0.449
MID_26462,37177.14,3,3,5.0,0.92,0.111,12,0.49
MID_26463,4301.44,1,4,4.0,1.66,0.178,25,0.347
MID_26464,2986.82,2,7,4.2,1.46,0.318,15,0.089
MID_26465,2515.98,2,2,2.5,0.99,0.222,16,0.264
MID_26466,1729.45,2,1,4.8,1.64,0.11,21,0.47
MID_26467,70551.84,2,2,3.3,0.88,0.266,27,0.517
MID_26468,3497.13,2,6,3.5,0.0,0.061,18,0.192
MID_26469,5200.57,7,3,4.1,2.25,0.086,24,0.115
MID_26470,20507.06,2,4,3.5,1.45,0.252,14,0.332
MID_26471,10269.08,5,2,4.6,0.26,0.048,28,0.399
MID_26472,4599.65,0,3,3.7,2.45,0.106,19,0.41
MID_26473,22860.08,1,3,3.0,0.79,0.443,19,0.402
MID_26474,13851.92,3,3,4.7,0.86,0.063,14,0.419
MID_26475,2586.42,3,4,4.5,0.44,0.125,22,0.285
MID_26476,10320.92,4,1,3.4,0.75,0.256,12,0.323
MID_26477,25561.69,4,1,2.9,0.64,0.145,21,0.423
MID_26478,6860.94,3,1,4.1,1.42,0.165,16,0.404
MID_26479,13228.03,4,1,3.6,1.65,0.025,10,0.377
MID_26480,35440.43,2,2,3.8,1.25,0.063,18,0.539
MID_26481,11725.2,3,2,4.8,0.49,0.178,12,0.438
MID_26482,1080.74,2,1,3.3,1.81,0.055,24,0.392
MID_26483,2804.54,3,2,3.7,2.57,0.153,28,0.311
MID_26484,9041.06,6,0,3.8,1.82,0.361,16,0.257
MID_26485,3223.51,3,3,5.0,1.65,0.126,19,0.337
MID_26486,31592.33,6,6,3.7,2.07,0.029,11,0.095
MID_26487,5197.86,3,5,3.3,1.41,0.051,26,0.197
MID_26488,6110.7,3,3,2.3,1.77,0.142,17,0.19
MID_26489,12093.27,4,2,4.4,2.59,0.067,25,0.39
MID_26490,7428.62,5,1,4.9,0.42,0.005,23,0.432
MID_26491,4815.03,4,0,3.9,1.29,0.042,21,0.417
MID_26492,797.34,4,1,4.8,2.13,0.039,11,0.332
MID_26493,9074.44,3,2,4.5,1.15,0.121,24,0.438
MID_26494,20217.77,5,2,5.0,1.33,0.125,26,0.438
MID_26495,11576.06,1,1,3.9,1.3,0.183,29,0.572
MID_26496,4804.5,2,1,5.0,0.92,0.111,21,0.527
MID_26497,1366.52,2,1,4.8,1.29,0.137,27,0.488
MID_26498,16946.59,4,2,3.7,2.28,0.351,19,0.307
MID_26499,28429.83,2,6,3.5,1.92,0.101,18,0.289
MID_26500,4914.69,2,2,3.4,1.33,0.125,14,0.347
MID_26501,13043.17,4,2,3.5,1.75,0.074,25,0.358
MID_26502,5289.28,4,3,4.6,1.03,0.207,30,0.316
MID_26503,6976.91,1,1,4.5,2.63,0.308,16,0.476
MID_26504,18107.98,2,3,4.7,0.8,0.034,24,0.533
MID_26505,871.11,1,3,3.7,0.1,0.113,20,0.373
MID_26506,7557.36,2,3,4.0,0.0,0.085,27,0.435
MID_26507,2415.88,0,1,3.7,0.77,0.227,12,0.475
MID_26508,4152.21,7,2,4.1,2.81,0.201,27,0.131
MID_26509,10340.3,6,0,3.8,1.49,0.45,23,0.28
MID_26510,276.06,4,3,4.2,2.4,0.205,24,0.196
MID_26511,9009.71,4,2,4.8,1.09,0.308,24,0.369
MID_26512,3332.96,0,0,2.5,2.06,0.236,30,0.495
MID_26513,11071.01,1,2,4.4,1.19,0.442,27,0.492
MID_26514,1526.63,5,4,4.0,1.07,0.066,23,0.147
MID_26515,13310.93,5,1,4.4,1.85,0.27,15,0.339
MID_26516,10374.41,2,5,4.5,1.78,0.254,25,0.312
MID_26517,35488.33,2,0,4.2,0.56,0.291,11,0.608
MID_26518,24217.67,5,1,4.3,1.78,0.051,25,0.463
MID_26519,3331.02,1,2,3.4,0.77,0.31,25,0.393
MID_26520,276.97,2,3,4.1,2.11,0.081,22,0.314
MID_26521,10652.8,5,2,3.5,0.96,0.159,12,0.246
MID_26522,9235.35,0,2,3.5,1.82,0.24,23,0.489
MID_26523,278.12,2,2,4.3,0.8,0.115,14,0.368
MID_26524,1308.81,5,0,3.7,2.66,0.037,11,0.261
MID_26525,8787.58,5,3,4.2,3.06,0.094,30,0.255
MID_26526,24284.57,2,3,5.0,1.36,0.074,25,0.559
MID_26527,23697.97,5,0,3.7,1.66,0.063,21,0.462
MID_26528,1642.68,2,5,4.1,0.8,0.175,21,0.231
MID_26529,4854.4,4,0,3.7,1.88,0.186,29,0.391
MID_26530,441.64,5,1,4.7,1.32,0.242,16,0.265
MID_26531,6335.05,5,1,4.4,1.44,0.088,10,0.312
MID_26532,13987.05,4,1,3.5,0.86,0.138,28,0.429
MID_26533,15605.18,2,1,4.3,1.93,0.13,25,0.557
MID_26534,6911.28,4,1,3.0,1.22,0.084,18,0.315
MID_26535,1007.82,2,1,4.9,0.76,0.061,24,0.507
MID_26536,4802.38,4,4,3.9,1.1,0.1,17,0.196
MID_26537,26897.48,1,2,5.0,2.67,0.029,29,0.662
MID_26538,2608.62,0,1,4.8,1.07,0.022,17,0.595
MID_26539,3853.01,2,1,2.3,1.08,0.154,27,0.364
MID_26540,13736.83,2,3,3.8,0.84,0.064,14,0.414
MID_26541,13226.84,8,2,3.8,0.03,0.413,18,0.121
MID_26542,24327.2,1,0,5.0,0.6,0.145,25,0.76
MID_26543,4912.17,4,1,2.0,1.16,0.058,26,0.27
MID_26544,7227.79,4,3,4.5,1.28,0.143,21,0.305
MID_26545,6299.7,2,1,3.4,1.85,0.183,15,0.391
MID_26546,26276.53,1,0,4.1,1.4,0.045,24,0.712
MID_26547,14667.7,5,1,3.5,0.63,0.181,30,0.386
MID_26548,17804.74,3,1,4.4,0.46,0.153,16,0.52
MID_26549,1428.3,3,5,2.5,1.27,0.265,21,0.056
MID_26550,15694.8,3,1,5.0,2.41,0.265,20,0.497
MID_26551,5673.59,2,3,4.1,1.49,0.064,13,0.352
MID_26552,236.15,2,1,4.1,0.75,0.363,24,0.391
MID_26553,619.69,0,2,3.9,2.65,0.053,30,0.477
MID_26554,11329.18,4,3,4.6,1.58,0.177,30,0.362
MID_26555,4652.35,1,2,4.0,1.77,0.081,18,0.444
MID_26556,20258.29,3,3,3.4,1.31,0.166,20,0.365
MID_26557,13252.86,4,1,3.0,1.16,0.203,30,0.382
MID_26558,219.18,3,3,3.9,2.17,0.053,20,0.249
MID_26559,11611.95,2,1,4.9,2.18,0.175,24,0.55
MID_26560,2136.3,5,2,5.0,1.77,0.463,11,0.18
MID_26561,5491.9,3,3,4.4,1.95,0.2,21,0.309
MID_26562,9801.23,4,3,5.0,1.32,0.026,17,0.366
MID_26563,20613.49,2,4,5.0,2.12,0.329,24,0.427
MID_26564,6089.86,3,0,3.8,0.48,0.036,22,0.494
MID_26565,16528.18,1,4,5.0,2.15,0.184,18,0.466
MID_26566,15277.0,3,5,2.8,0.76,0.083,18,0.225
MID_26567,5353.55,4,2,3.1,1.63,0.248,26,0.243
MID_26568,6951.09,3,3,3.4,1.8,0.142,23,0.283
MID_26569,12055.91,3,2,3.9,1.28,0.211,12,0.364
MID_26570,316.44,2,2,3.5,1.49,0.343,15,0.265
MID_26571,22146.79,3,2,4.6,0.8,0.135,26,0.53
MID_26572,14688.77,4,1,3.4,1.1,0.13,25,0.414
MID_26573,2869.04,2,3,4.9,0.49,0.264,12,0.35
MID_26574,39728.33,2,0,2.7,1.74,0.091,29,0.598
MID_26575,1977.08,3,1,5.0,1.54,0.245,12,0.38
MID_26576,24544.16,4,2,4.1,1.28,0.167,10,0.389
MID_26577,3922.63,8,0,5.0,1.63,0.297,27,0.237
MID_26578,14403.14,5,2,3.7,1.29,0.127,19,0.308
MID_26579,6094.99,2,4,3.2,2.11,0.028,27,0.293
MID_26580,13335.78,3,0,4.7,2.05,0.124,22,0.556
MID_26581,1693.46,1,2,2.6,1.82,0.21,14,0.291
MID_26582,3140.35,3,0,5.0,0.8,0.086,22,0.521
MID_26583,1052.03,5,1,3.9,2.38,0.154,24,0.246
MID_26584,20035.48,5,1,4.0,1.15,0.143,26,0.428
MID_26585,3513.93,4,3,3.6,1.2,0.206,21,0.206
MID_26586,11857.28,2,0,3.8,1.2,0.164,13,0.521
MID_26587,17160.28,3,1,3.2,1.2,0.096,21,0.458
MID_26588,23168.69,1,0,3.7,2.02,0.142,10,0.601
MID_26589,1123.82,4,1,4.6,0.0,0.062,23,0.401
MID_26590,22350.66,3,2,3.6,0.24,0.35,20,0.419
MID_26591,2197.15,5,0,4.3,1.52,0.208,19,0.321
MID_26592,13352.29,3,2,3.9,1.17,0.039,28,0.463
MID_26593,13050.79,3,2,3.6,1.91,0.042,17,0.391
MID_26594,85.39,2,1,3.8,1.98,0.11,21,0.387
MID_26595,2492.62,4,2,4.4,0.8,0.1,10,0.286
MID_26596,6770.94,4,1,4.1,1.91,0.371,29,0.346
MID_26597,5447.87,4,0,3.7,0.4,0.217,15,0.374
MID_26598,25080.54,4,0,3.1,0.04,0.165,18,0.482
MID_26599,4458.82,1,6,3.5,2.6,0.155,17,0.178
MID_26600,27643.62,4,3,3.3,1.08,0.197,22,0.337
MID_26601,6151.3,5,1,4.1,0.8,0.215,21,0.317
MID_26602,33340.87,0,2,3.7,2.5,0.06,13,0.59
MID_26603,13369.51,0,1,3.4,1.86,0.048,18,0.584
MID_26604,17680.5,4,1,4.0,2.29,0.015,14,0.43
MID_26605,1107.94,3,0,4.8,1.51,0.106,15,0.448
MID_26606,8822.31,3,0,3.5,1.04,0.273,28,0.461
MID_26607,1539.68,1,2,4.8,1.57,0.143,19,0.457
MID_26608,3532.82,0,1,4.7,1.67,0.138,18,0.566
MID_26609,9770.11,1,1,3.7,2.12,0.109,24,0.528
MID_26610,12954.51,1,4,5.0,0.86,0.08,12,0.471
MID_26611,399.72,3,2,2.9,1.04,0.118,22,0.257
MID_26612,7570.33,2,1,4.2,1.21,0.127,13,0.468
MID_26613,8331.31,1,4,3.4,1.37,0.066,17,0.349
MID_26614,821.09,2,2,3.7,0.93,0.277,24,0.336
MID_26615,6945.24,1,4,4.1,1.64,0.289,30,0.372
MID_26616,12512.12,1,3,4.2,1.87,0.363,19,0.416
MID_26617,546.96,4,0,2.3,1.95,0.039,16,0.25
MID_26618,14282.33,4,1,5.0,1.06,0.336,30,0.484
MID_26619,8590.28,7,0,2.5,1.54,0.163,15,0.168
MID_26620,17911.23,4,3,4.1,2.8,0.338,11,0.252
MID_26621,2459.81,0,2,5.0,1.37,0.116,18,0.534
MID_26622,17914.02,10,1,4.1,1.78,0.076,19,0.151
MID_26623,993.35,1,2,3.0,2.48,0.294,24,0.312
MID_26624,5172.29,3,4,3.1,0.77,0.189,21,0.203
MID_26625,2225.0,5,5,4.3,0.34,0.036,25,0.149
MID_26626,20876.42,1,7,4.6,1.78,0.06,20,0.351
MID_26627,12205.08,2,1,4.4,1.6,0.131,15,0.515
MID_26628,256.89,2,2,3.8,1.18,0.148,25,0.361
MID_26629,95.69,2,2,3.7,2.39,0.112,23,0.329
MID_26630,3442.51,2,5,4.2,1.85,0.069,15,0.235
MID_26631,1546.48,3,3,3.8,1.47,0.053,18,0.263
MID_26632,9950.76,2,1,4.0,0.76,0.037,25,0.543
MID_26633,10900.4,2,3,4.3,0.68,0.02,15,0.44
MID_26634,28464.66,4,1,4.1,2.16,0.02,29,0.524
MID_26635,30373.86,3,2,3.5,2.34,0.225,25,0.433
MID_26636,10755.7,5,3,4.0,1.32,0.34,11,0.181
MID_26637,56.91,3,1,3.4,1.93,0.066,12,0.293
MID_26638,4447.23,4,1,4.8,0.65,0.354,11,0.335
MID_26639,7197.82,1,2,3.2,2.4,0.064,11,0.387
MID_26640,6915.08,4,5,4.0,1.19,0.021,16,0.182
MID_26641,9246.77,2,1,2.5,1.68,0.286,24,0.376
MID_26642,32327.59,1,0,4.3,1.99,0.255,21,0.672
MID_26643,21645.0,4,4,4.5,1.53,0.07,10,0.318
MID_26644,1153.08,5,2,3.3,2.06,0.451,27,0.118
MID_26645,3092.2,3,1,3.3,2.07,0.17,20,0.32
MID_26646,17904.17,3,2,4.7,2.56,0.295,21,0.435
MID_26647,17390.17,5,1,3.9,0.78,0.232,17,0.369
MID_26648,3220.95,6,2,3.6,0.73,0.21,10,0.125
MID_26649,13115.14,2,2,4.2,2.28,0.23,14,0.422
MID_26650,11148.56,2,2,3.5,2.28,0.027,25,0.444
MID_26651,6415.49,4,2,3.4,1.43,0.225,26,0.279
MID_26652,2249.64,2,1,3.8,1.09,0.012,22,0.45
MID_26653,21950.16,4,4,3.8,2.08,0.077,23,0.308
MID_26654,11327.42,1,2,3.0,2.94,0.067,23,0.437
MID_26655,1851.17,5,2,3.8,1.48,0.306,10,0.139
MID_26656,12201.1,7,2,3.7,1.1,0.081,30,0.243
MID_26657,13526.03,2,3,3.1,0.81,0.083,12,0.361
MID_26658,21793.09,1,0,5.0,2.25,0.333,13,0.641
MID_26659,2521.08,4,7,4.0,2.0,0.102,28,0.048
MID_26660,44877.52,2,5,2.1,1.9,0.019,22,0.303
MID_26661,1665.19,2,1,3.8,2.67,0.121,13,0.36
MID_26662,9180.14,10,3,5.0,1.4,0.075,16,0.046
MID_26663,10705.4,1,0,4.5,1.24,0.104,15,0.622
MID_26664,5429.23,2,3,3.4,0.98,0.332,11,0.258
MID_26665,6444.29,5,2,3.6,1.46,0.016,19,0.259
MID_26666,22155.83,7,5,4.3,2.82,0.121,24,0.118
MID_26667,10364.1,4,0,2.8,1.87,0.01,11,0.361
MID_26668,6871.67,1,2,4.0,2.13,0.054,27,0.493
MID_26669,1373.67,2,2,4.3,1.71,0.165,24,0.385
MID_26670,73.65,3,5,4.3,2.92,0.036,24,0.173
MID_26671,1334.96,2,0,4.1,1.49,0.155,15,0.449
MID_26672,31277.69,7,4,4.7,1.08,0.29,23,0.212
MID_26673,14442.91,3,3,3.4,1.2,0.122,26,0.366
MID_26674,34147.79,1,3,4.2,1.27,0.114,24,0.571
MID_26675,363.62,1,1,4.2,1.56,0.176,10,0.423
MID_26676,11401.23,0,2,4.1,1.01,0.091,26,0.597
MID_26677,453.04,3,1,4.2,2.11,0.117,17,0.348
MID_26678,15235.19,3,3,5.0,0.01,0.137,11,0.437
MID_26679,4795.7,3,2,3.3,0.33,0.226,10,0.277
MID_26680,1006.66,3,4,3.9,1.23,0.101,29,0.246
MID_26681,8394.38,2,4,3.2,1.79,0.116,15,0.262
MID_26682,3286.71,5,4,3.8,0.71,0.168,25,0.146
MID_26683,10775.57,1,2,5.0,1.1,0.093,28,0.601
MID_26684,10734.56,1,1,4.1,1.13,0.272,19,0.53
MID_26685,12208.05,2,1,2.5,0.95,0.301,14,0.376
MID_26686,48882.07,6,4,4.3,2.51,0.214,27,0.252
MID_26687,4888.97,2,4,3.8,0.94,0.061,13,0.288
MID_26688,6260.78,5,0,4.5,1.97,0.206,25,0.383
MID_26689,16327.66,2,3,2.6,3.19,0.32,27,0.303
MID_26690,8636.27,3,4,3.9,0.73,0.282,24,0.274
MID_26691,379.69,5,2,4.6,0.56,0.395,19,0.203
MID_26692,18520.1,6,0,3.2,1.5,0.165,14,0.321
MID_26693,528.72,1,5,3.7,1.04,0.21,26,0.251
MID_26694,1873.18,1,1,4.0,2.41,0.116,21,0.457
MID_26695,1076.74,3,2,4.2,1.35,0.191,30,0.348
MID_26696,811.31,1,2,3.2,1.08,0.201,21,0.358
MID_26697,260.2,6,0,4.8,1.98,0.036,22,0.317
MID_26698,566.0,4,3,4.0,1.54,0.267,27,0.201
MID_26699,5841.84,5,2,3.3,0.68,0.069,25,0.261
MID_26700,2914.92,2,4,3.9,1.2,0.106,20,0.284
MID_26701,1352.89,2,3,4.5,1.52,0.17,26,0.356
MID_26702,10750.1,1,2,3.4,1.08,0.133,12,0.444
MID_26703,2563.28,1,2,5.0,1.1,0.37,28,0.473
MID_26704,191.31,2,2,4.6,0.21,0.17,16,0.393
MID_26705,5420.06,3,2,5.0,2.38,0.183,27,0.409
MID_26706,3716.91,2,3,3.8,1.08,0.068,27,0.37
MID_26707,3836.12,2,5,4.7,2.57,0.212,20,0.243
MID_26708,5892.74,5,2,3.3,1.1,0.046,28,0.267
MID_26709,11053.77,1,2,3.9,1.73,0.053,30,0.539
MID_26710,9583.61,3,0,5.0,0.51,0.027,21,0.594
MID_26711,27687.82,3,1,4.8,1.26,0.264,29,0.583
MID_26712,7292.24,3,3,4.1,0.16,0.038,20,0.372
MID_26713,6397.39,4,3,3.8,2.53,0.133,30,0.263
MID_26714,2400.54,3,6,5.0,2.58,0.154,26,0.178
MID_26715,14080.55,1,3,4.2,2.56,0.201,20,0.449
MID_26716,1517.25,2,2,4.3,2.05,0.214,13,0.333
MID_26717,6755.68,5,1,3.8,0.72,0.253,24,0.308
MID_26718,5470.09,4,2,4.2,2.64,0.194,23,0.29
MID_26719,10738.25,5,1,3.8,1.72,0.19,22,0.327
MID_26720,24964.3,1,2,3.1,1.62,0.095,10,0.487
MID_26721,29298.62,2,2,4.4,2.0,0.402,29,0.52
MID_26722,1836.82,5,1,3.6,1.69,0.279,22,0.218
MID_26723,3035.64,4,4,4.5,1.63,0.055,16,0.21
MID_26724,16693.75,5,1,3.3,2.18,0.198,10,0.285
MID_26725,7303.92,3,2,4.4,1.18,0.044,24,0.432
MID_26726,6033.7,4,2,4.7,0.0,0.167,29,0.404
MID_26727,12400.33,3,0,4.8,1.14,0.159,28,0.587
MID_26728,9211.15,4,0,4.9,2.44,0.153,21,0.471
MID_26729,35306.48,4,2,5.0,2.55,0.255,26,0.473
MID_26730,8770.09,2,3,3.6,1.74,0.227,17,0.325
MID_26731,6273.1,1,0,2.6,2.72,0.357,24,0.421
MID_26732,7826.72,1,1,3.4,1.03,0.15,16,0.481
MID_26733,16530.75,0,3,4.2,1.29,0.189,17,0.531
MID_26734,9484.91,3,1,3.5,1.21,0.12,27,0.44
MID_26735,10414.23,1,4,3.9,2.37,0.078,27,0.407
MID_26736,35557.09,2,1,3.7,0.0,0.132,12,0.574
MID_26737,9633.71,6,3,3.9,1.08,0.233,29,0.202
MID_26738,4784.96,3,2,4.2,2.05,0.175,24,0.353
MID_26739,11754.7,4,0,4.9,0.89,0.14,19,0.517
MID_26740,10772.21,1,2,4.3,2.22,0.07,23,0.525
MID_26741,139.44,3,0,4.1,1.54,0.118,21,0.413
MID_26742,6298.52,1,2,5.0,1.77,0.121,25,0.535
MID_26743,13583.04,4,0,3.1,2.37,0.05,16,0.4
MID_26744,6912.32,5,2,3.6,2.08,0.159,16,0.212
MID_26745,15124.07,5,3,4.4,0.36,0.021,28,0.374
MID_26746,5994.45,0,1,3.3,2.07,0.15,21,0.505
MID_26747,40936.41,5,3,4.7,0.85,0.115,16,0.389
MID_26748,3465.71,3,5,3.0,0.87,0.181,13,0.104
MID_26749,966.46,5,1,3.4,1.84,0.176,15,0.192
MID_26750,5621.4,1,2,4.0,1.02,0.21,25,0.466
MID_26751,7802.51,3,2,3.3,0.67,0.136,30,0.382
MID_26752,4293.9,4,3,4.9,1.66,0.196,21,0.284
MID_26753,2774.43,2,1,4.5,0.61,0.168,30,0.502
MID_26754,11149.21,7,2,3.5,1.92,0.123,25,0.182
MID_26755,4734.1,3,1,2.8,1.41,0.099,27,0.356
MID_26756,9979.58,2,2,4.6,1.72,0.172,22,0.473
MID_26757,15099.16,4,6,3.8,1.85,0.084,19,0.165
MID_26758,14313.03,2,1,4.9,1.03,0.142,30,0.618
MID_26759,4704.99,3,0,3.2,0.64,0.285,23,0.395
MID_26760,8390.94,3,1,2.7,2.05,0.22,27,0.346
MID_26761,5972.16,6,4,2.5,1.47,0.101,24,0.038
MID_26762,20464.34,4,0,4.4,1.76,0.357,23,0.488
MID_26763,21099.71,4,1,4.3,1.69,0.213,18,0.448
MID_26764,4212.01,2,3,3.6,2.03,0.146,27,0.328
MID_26765,962.22,3,2,3.8,1.99,0.051,19,0.301
MID_26766,1834.21,4,1,5.0,1.06,0.006,25,0.429
MID_26767,4572.88,2,2,3.9,0.85,0.158,10,0.364
MID_26768,8306.86,2,0,4.5,2.18,0.085,29,0.585
MID_26769,10694.04,3,0,4.5,1.05,0.12,11,0.509
MID_26770,4025.26,3,1,4.6,1.68,0.127,23,0.433
MID_26771,11011.13,4,1,4.5,1.3,0.106,21,0.443
MID_26772,27764.36,4,5,3.1,1.99,0.079,19,0.22
MID_26773,10555.93,1,2,4.1,1.16,0.286,22,0.486
MID_26774,1726.47,5,2,3.4,1.55,0.164,23,0.184
MID_26775,8667.13,6,0,3.2,1.08,0.231,12,0.246
MID_26776,7806.58,3,3,4.0,1.36,0.264,23,0.311
MID_26777,20456.21,2,2,3.8,1.82,0.5,30,0.446
MID_26778,4312.49,8,1,2.8,2.25,0.097,12,0.036
MID_26779,5498.19,2,1,4.0,2.09,0.172,18,0.427
MID_26780,9129.44,4,1,4.2,0.09,0.15,26,0.442
MID_26781,7432.31,3,0,4.4,1.78,0.245,29,0.497
MID_26782,12694.6,3,0,4.4,2.02,0.067,29,0.569
MID_26783,412.27,4,2,4.5,2.92,0.175,12,0.221
MID_26784,8290.04,3,2,3.6,1.96,0.112,22,0.356
MID_26785,1297.35,3,3,3.9,2.54,0.279,21,0.21
MID_26786,3786.42,1,1,4.2,2.39,0.371,21,0.437
MID_26787,10836.06,3,1,4.2,0.75,0.242,28,0.481
MID_26788,1712.8,2,0,4.4,0.31,0.263,25,0.506
MID_26789,3693.87,2,1,4.2,0.8,0.171,14,0.435
MID_26790,12140.45,5,1,3.5,1.78,0.206,30,0.342
MID_26791,10521.25,2,0,4.7,0.62,0.035,29,0.656
MID_26792,954.54,0,1,4.2,1.59,0.253,14,0.476
MID_26793,8610.18,4,3,4.9,2.4,0.108,10,0.289
MID_26794,1592.94,5,2,4.2,0.12,0.024,10,0.244
MID_26795,2907.15,2,2,5.0,2.29,0.225,16,0.391
MID_26796,6147.27,3,1,4.1,0.65,0.178,13,0.4
MID_26797,1158.0,7,1,5.0,1.46,0.189,11,0.181
MID_26798,50588.23,1,4,2.7,2.79,0.052,26,0.43
MID_26799,1807.66,3,1,4.5,1.86,0.227,24,0.385
MID_26800,15201.12,7,1,2.7,2.19,0.063,14,0.18
MID_26801,17710.09,4,0,4.8,1.34,0.24,30,0.555
MID_26802,51964.78,1,5,3.2,0.91,0.147,23,0.419
MID_26803,5597.59,3,1,4.5,1.75,0.037,22,0.455
